id,id_orig,date,lon,lat,x,y,x.se,y.se,gap_flag,logit_g,logit_g.se,g
6471_1,6471,2024-05-25T19:12:00Z,33.085833919128675,-23.047996107870688,508.79328025812435,7451.164486365176,0.10864295953197468,0.10134440122013395,0,-0.38195195071075827,0.6561102149406369,0.38079539302783383
6471_1,6471,2024-05-25T20:12:00Z,33.079163411061934,-23.05745273983222,508.1093514672415,7450.11801748721,0.10864300853909074,0.10134465103559379,0,-0.3447520492922965,0.6373713369811491,0.39115846976638147
6471_1,6471,2024-05-25T21:12:00Z,33.0793069132812,-23.05654221775161,508.12410621380064,7450.218804849993,0.10867827176749113,0.10137745218178484,0,-0.4332466906234511,0.6308083757871543,0.36662598330525764
6471_1,6471,2024-05-25T22:12:00Z,33.072800931675516,-23.066007336743194,507.4571193980984,7449.171356675622,0.09390082240471359,0.08755092417855229,0,-0.40894883659157,0.6569193256809832,0.37331967465061805
6471_1,6471,2024-05-25T23:12:00Z,33.07281763836804,-23.067214839962602,507.45876413199926,7449.0376843653785,0.09390073254024921,0.08755074172860014,0,-0.3658868855503505,0.668696921703199,0.3852622513492179
6471_1,6471,2024-05-26T00:12:00Z,33.072263722050494,-23.06945522781994,507.40190349065676,7448.789699942689,0.09390073873449484,0.08755073891338978,0,-0.24622693869471135,0.7127377573954726,0.41890658773644446
6471_1,6471,2024-05-26T01:12:00Z,33.073539037088736,-23.07172724900133,507.5324063307716,7448.53812033728,0.09392227488273709,0.08757077896074465,0,-0.13065152960334642,0.7437300273093167,0.4518761042773757
6471_1,6471,2024-05-26T02:12:00Z,33.07392144885706,-23.070792928191103,507.57162805060324,7448.641530619963,0.07915613838192655,0.0737465217433659,0,-0.019209641404159015,0.7648847405031877,0.48390497276305616
6471_1,6471,2024-05-26T03:12:00Z,33.0738825511676,-23.070732247727943,507.5676472298977,7448.648250007483,0.07916835117096238,0.07375784065088126,0,0.10217466153498782,0.7779443840215333,0.5188235918510082
6471_1,6471,2024-05-26T04:12:00Z,33.073944168549346,-23.07075777662204,507.5739571526873,7448.645420748846,0.06451188604769885,0.060022301961910246,0,0.22451537248259854,0.7812400706534466,0.5537986999528246
6471_1,6471,2024-05-26T05:12:00Z,33.073803031247174,-23.07072012839156,507.5595028318663,7448.649595740866,0.06451188176618798,0.06002229850671159,0,0.3468684244941655,0.7745528253883778,0.5883027628565235
6471_1,6471,2024-05-26T06:12:00Z,33.07395613737377,-23.070737617391696,507.57518422533127,7448.6476517710225,0.0645119135922046,0.06002229921400518,0,0.4692412930763466,0.7576163155046061,0.6220957189574052
6471_1,6471,2024-05-26T07:12:00Z,33.070605646959045,-23.070318695027268,507.23202223739537,7448.694196449089,0.06451188308150388,0.06002230531586708,0,0.5916690899485518,0.7297152473622859,0.6549647644852522
6471_1,6471,2024-05-26T08:12:00Z,33.06802224419769,-23.0713046540831,506.96735760361656,7448.58517547772,0.06451855382549652,0.06002808693827957,0,0.7148964885613134,0.6893663366282773,0.6869014456651532
6471_1,6471,2024-05-26T09:12:00Z,33.052495371963026,-23.071725660623027,505.3769597109197,7448.53922520378,0.050158516731111394,0.04654553792919746,0,0.8374681073606542,0.6370609728762893,0.7173587840756593
6471_1,6471,2024-05-26T10:12:00Z,33.03735217470256,-23.079744581898062,503.82565575061915,7447.652000894312,0.050158522836826695,0.046545295067846264,0,0.911994778905288,0.5793291912480792,0.7351803825817502
6471_1,6471,2024-05-26T11:12:00Z,33.02406836326899,-23.087585722099572,502.4649683839452,7446.784265578171,0.0501586960893589,0.046545295518013216,0,0.8974207137682175,0.5567623828648531,0.7317384514179706
6471_1,6471,2024-05-26T12:12:00Z,33.01844251954825,-23.095740064718807,501.8886819973058,7445.881655530528,0.050158577548903974,0.046545357647890535,0,0.8032860657171434,0.5729430861901827,0.7090047498340507
6471_1,6471,2024-05-26T13:12:00Z,33.00826180507041,-23.100029728986303,500.84605722636394,7445.40688036275,0.05016405671255694,0.04655028843400793,0,0.7375183105821569,0.6012594599947596,0.6926253916092162
6471_1,6471,2024-05-26T14:12:00Z,33.00324877893827,-23.103906307343273,500.33268444225314,7444.977758956504,0.02500532797522678,0.022731760759343207,0,0.6384650859330822,0.6362639925887752,0.6672381954405946
6471_1,6471,2024-05-26T15:12:00Z,33.00251144732927,-23.105205597331942,500.2571770601354,7444.833927517704,0.03654424497149341,0.03371133004375984,0,0.5556866161120891,0.6765638181414905,0.6454138766355728
6471_1,6471,2024-05-26T16:12:00Z,32.99578261605613,-23.102792946267076,499.5681240191411,7445.101006781016,0.025005615054972542,0.022732031889111246,0,0.4997785265519679,0.7068209656365187,0.6303903098500906
6471_1,6471,2024-05-26T17:12:00Z,32.99240919700771,-23.10265601321764,499.2226724293067,7445.116151459292,0.025005907371166234,0.022732394336722302,0,0.4447497185294784,0.7240117823592463,0.6154007876025697
6471_1,6471,2024-05-26T18:12:00Z,32.9918593801162,-23.106903945521772,499.16639527246775,7444.6458973136,0.019705356458608637,0.01760571832348906,0,0.40344748288024024,0.7404403124613433,0.6040299825362023
6471_1,6471,2024-05-26T19:12:00Z,32.989963600787796,-23.108624352505835,498.97227933794966,7444.455434075177,0.0197053533482183,0.01760594576217022,0,0.37103065420859466,0.7468900294611318,0.5950392270895906
